"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Adaptive Fuzzy Leader–Follower Synchronization of Constrained Heterogeneous Multiagent Systems","Y. Yang; C. -Z. Xu","State Key Laboratory of Internet of Things for Smart City, Faculty of Science and Technology, University of Macau, Macau, China; State Key Laboratory of Internet of Things for Smart City, Faculty of Science and Technology, University of Macau, Macau, China","IEEE Transactions on Fuzzy Systems","30 Dec 2021","2022","30","1","205","219","This article considers the distributed adaptive neuro-fuzzy output feedback control protocol design to solve the output synchronization problem for heterogeneous multiagent systems with nonlinear strict-feedback agent dynamics. The output constraints and actuator saturation are considered simultaneously. First, a distributed high-gain observer is employed to estimate the unmeasured agent state and relax the requirement of the Lipschitz continuity of nonlinear follower dynamics. Second, an asymmetric barrier Lyapunov function with time-varying constraint is presented to deal with both the transient and the steady-state constraints on the output synchronization error. To avoid the “explosion of complexity,” the dynamic surface control technique is employed to filter the virtual control signal for each follower. To deal with the actuator saturation, a distributed auxiliary dynamical system is designed for each follower. The fuzzy logic system is employed to compensate for the uncertain follower dynamics with guaranteed semiglobal uniformly ultimately boundedness of all closed-loop signals. Finally, a simulation example is conducted to verify the efficacy of the presented adaptive neuro-fuzzy controller design.","1941-0034","","10.1109/TFUZZ.2020.3021714","National Key R&D Program of China(grant numbers:2019YFB2102100); National Natural Science Foundation of China(grant numbers:61903028); Science and Technology Development Fund(grant numbers:0015/2019/AKP); UM Macao Talent Programme(grant numbers:UMMTP-2019-02); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9242260","Dynamic surface control (DSC);fuzzy logic system (FLS);high-gain observer;heterogeneous multiagent systems (MASs);input saturation;output constraint","Synchronization;Observers;Fuzzy logic;Vehicle dynamics;Dynamical systems;Multi-agent systems;Transient analysis","adaptive control;closed loop systems;control system synthesis;feedback;fuzzy control;fuzzy neural nets;Lyapunov methods;multi-agent systems;multi-robot systems;neurocontrollers;nonlinear control systems;observers;synchronisation;time-varying systems;uncertain systems","constrained heterogeneous multiagent systems;distributed adaptive neuro-fuzzy output feedback control protocol;output synchronization problem;strict-feedback agent dynamics;output constraints;actuator saturation;high-gain observer;unmeasured agent state;nonlinear follower dynamics;asymmetric barrier Lyapunov function;time-varying constraint;steady-state constraints;output synchronization error;dynamic surface control technique;virtual control signal;distributed auxiliary dynamical system;fuzzy logic system;uncertain follower dynamics;presented adaptive neuro-fuzzy controller design;adaptive fuzzy leader-follower synchronization","","27","","44","IEEE","28 Oct 2020","","","IEEE","IEEE Journals"
"Observer-Based Finite-Time Adaptive Fuzzy Control With Prescribed Performance for Nonstrict-Feedback Nonlinear Systems","G. Cui; J. Yu; P. Shi","School of Automation, Qingdao University, Qingdao, China; School of Automation, Qingdao University, Qingdao, China; School of Electrical and Electronic Engineering, The University of Adelaide, Adelaide, SA, Australia","IEEE Transactions on Fuzzy Systems","28 Feb 2022","2022","30","3","767","778","This article considers the problem of finite-time adaptive fuzzy prescribed performance control (PPC) via output-feedback for nonstrict-feedback nonlinear systems. The fuzzy state observer is designed to estimate the unmeasured system states. To rapidly approximate the derivative of virtual signal, a novel finite-time command filter is proposed. The fractional power error compensation mechanism is established to remove filtered error. By integrating the PPC and command filter technique into backstepping recursive design, a finite-time adaptive output-feedback controller is constructed, and the stability of closed-loop system is strictly proved. The designed control strategy shows that the closed-loop system is practical finite-time stable, and the output tracking error converges to a residual set within prescribed performance bound in finite time. Finally, a numerical comparison and practical examples are provided to demonstrate the validity of the developed finite-time control algorithm.","1941-0034","","10.1109/TFUZZ.2020.3048518","National Natural Science Foundation of China(grant numbers:61 703 059,61 973 179,61 873 144); Natural Science Foundation of Jiangsu Province(grant numbers:BK20170291); Taishan Scholar Special Project Fund(grant numbers:TSQN20161026); China Postdoctoral Science Foundation(grant numbers:2018M632621); Open Foundation of The Suzhou Smart City Research Institute; Suzhou University of Science and Technology(grant numbers:SZSCR2019003); Applied Research Project for Postdoctoral Researchers of Qingdao; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9311697","Adaptive fuzzy control;command filter;finite-time control;nonstrict-feedback nonlinear systems (NSFNSs);prescribed performance","Nonlinear systems;Fuzzy control;Observers;Convergence;Backstepping;Closed loop systems;Adaptive control","adaptive control;closed loop systems;control nonlinearities;control system synthesis;feedback;fuzzy control;neurocontrollers;nonlinear control systems;observers;stability;uncertain systems","rapidly approximate the derivative;novel finite-time command filter;fractional power error compensation mechanism;filtered error;PPC;command filter technique;recursive design;finite-time adaptive output-feedback controller;closed-loop system;output tracking error;finite-time control algorithm;observer-based finite-time adaptive fuzzy control;nonstrict-feedback nonlinear systems;finite-time adaptive fuzzy prescribed performance control;fuzzy state observer;unmeasured system states","","69","","48","IEEE","31 Dec 2020","","","IEEE","IEEE Journals"
"Robust Actor–Critic Learning for Continuous-Time Nonlinear Systems With Unmodeled Dynamics","Y. Yang; W. Gao; H. Modares; C. -Z. Xu","Key Laboratory of Knowledge Automation for Industrial Processes of Ministry of Education, School of Automation and Electrical Engineering, University of Science and Technology Beijing, Beijing, China; Department of Mechanical and Civil Engineering, College of Engineering and Science, Florida Institute of Technology, Melbourne, FL, USA; Department of Mechanical Engineering, Michigan State University, East Lansing, MI, USA; State Key Laboratory of Internet of Things for Smart City, Department of Computer and Information Science, University of Macau, Taipa, Macau, China","IEEE Transactions on Fuzzy Systems","1 Jun 2022","2022","30","6","2101","2112","This article considers the robust optimal control problem for a class of nonlinear systems in the presence of unmodeled dynamics. An adaptive optimal controller is designed using the online actor–critic learning and is robustified against unmodeled dynamics. To deal with unmodeled dynamics, an auxiliary signal with the system state as its input signal is designed to capture the input-to-state stability. In addition to the critic network for value function approximation, a novel robustifying term is developed and introduced into the actor network to ensure robustness during the learning process. It is shown that both the actor and the critic weights learning converge to their optimal values while guaranteeing the boundedness of all the signals in the closed loop. Simulation examples are conducted to verify the efficacy of the presented scheme.","1941-0034","","10.1109/TFUZZ.2021.3075501","National Key R&D Program of China(grant numbers:2019YFB2102100); National Natural Science Foundation of China(grant numbers:61903028); Science and Technology Development Fund(grant numbers:0015/2019/AKP); UM Macao Talent Programme(grant numbers:UMMTP-2019-02); Guangdong-Hong Kong-Macao Joint Laboratory of Human-Machine Intelligence-Synergy Systems(grant numbers:2019B121205007); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9416181","Input-to-state stability;optimal control;robust actor–critic learning;unmodeled dynamics","Uncertainty;Fuzzy logic;Heuristic algorithms;Power system dynamics;Optimal control;Nonlinear dynamical systems;Stability criteria","adaptive control;closed loop systems;continuous time systems;control system synthesis;function approximation;learning (artificial intelligence);neurocontrollers;nonlinear control systems;nonlinear systems;optimal control;robust control;stability","unmodeled dynamics;robust optimal control problem;adaptive optimal controller;online actor-critic learning;system state;input-to-state stability;critic network;actor network;learning process;critic weights;robust actor-critic learning;continuous-time nonlinear systems","","58","","46","IEEE","26 Apr 2021","","","IEEE","IEEE Journals"
"Statistically Evolving Fuzzy Inference System for Non-Gaussian Noises","Z. -X. Yang; H. -J. Rong; P. Angelov; Z. -X. Yang","State Key Laboratory for Strength and Vibration of Mechanical Structures, Shaanxi Key Laboratory of Environment and Control for Flight Vehicle, School of Aerospace Engineering, Xi’an Jiaotong University, Xi’an, China; State Key Laboratory for Strength and Vibration of Mechanical Structures, Shaanxi Key Laboratory of Environment and Control for Flight Vehicle, School of Aerospace Engineering, Xi’an Jiaotong University, Xi’an, China; School of Computing and Communications, Lancaster University, Bailrigg, U.K.; Department of Electromechanical Engineering, State Key Laboratory of Internet of Things for Smart City, University of Macau, Taipa, Macao","IEEE Transactions on Fuzzy Systems","30 Jun 2022","2022","30","7","2649","2664","Non-Gaussian noises always exist in the nonlinear system, which usually lead to inconsistency and divergence of the regression and identification applications. The conventional evolving fuzzy systems (EFSs) in common sense have succeeded to conquer the uncertainties and external disturbance employing the specific variable structure characteristic. However, non-Gaussian noises would trigger the frequent changes of structure under the transient criteria, which severely degrades performance. Statistical criterion provides an informed choice of the strategies of the structure evolution, utilizing the approximation uncertainty as the observation of model sufficiency. The approximation uncertainty can be always decomposed into model uncertainty term and noise term, and is suitable for the non-Gaussian noise condition, especially relaxing the traditional Gaussian assumption. In this article, a novel incremental statistical evolving fuzzy inference system (SEFIS) is proposed, which has the capacity of updating the system parameters, and evolving the structure components to integrate new knowledge in the new process characteristic, system behavior, and operating conditions with non-Gaussian noises. The system generates a new rule based on the statistical model sufficiency which gives so insight into whether models are reliable and their approximations can be trusted. The nearest rule presents the inactive rule under the current data stream and further would be deleted without losing any information and accuracy of the subsequent trained models when the model sufficiency is satisfied. In our article, an adaptive maximum correntropy extend Kalman filter is derived to update the parameters of the evolving rules to cope with the non-Gaussian noises problems to further improve the robustness of parameter updating process. The parameter updating process shares an estimate of the uncertainty with the criteria of the structure evolving process to make the computation less of a burden dramatically. The simulation studies show that the proposed SEFIS has faster learning speed and is more accurate than the existing evolving fuzzy systems (EFSs) in the case of noise free and noisy conditions.","1941-0034","","10.1109/TFUZZ.2021.3090898","National Natural Science Foundation of China(grant numbers:61976172,12002254); Natural Science Basic Research Plan in Shaanxi Province of China(grant numbers:2020JQ-013,2020JM-072); Macao Young Scholar Program(grant numbers:AM201909); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9462345","Evolving fuzzy system;Kalman filter;maximum correntropy;model sufficiency","Uncertainty;Fuzzy systems;Fuzzy logic;Adaptation models;Kalman filters;Vibrations;Transient analysis","fuzzy reasoning;fuzzy systems;Gaussian noise;Kalman filters;learning (artificial intelligence);nonlinear filters;regression analysis","nonlinear system;specific variable structure characteristic;approximation uncertainty;model uncertainty term;noise term;nonGaussian noise condition;system parameters;statistical model sufficiency;parameter updating process;structure evolving process;noisy conditions;nonGaussian noise problems;incremental statistical evolving fuzzy inference system;adaptive maximum correntropy extend Kalman filter;SEFIS","","6","","32","IEEE","22 Jun 2021","","","IEEE","IEEE Journals"
"The Integrated Strategy of LIDAR Points’ Evaluation Localization and Lateral Tracking Optimization for a New Parking Robot's Tight Space Transportation","X. Liu; X. Sun; W. Huang","State Key Laboratory of Internet of Things for Smart City, University of Macau, Taipa, Macao; Shanghai General Hospital, Shanghai Jiaotong University, Shanghai, China; China National Heavy Duty Truck, Jinan, China","IEEE Transactions on Fuzzy Systems","2 Feb 2023","2023","31","2","521","535","With the increase of car's number, the problem of insufficient parking space in cities is becoming more and more prominent. The high-density parking lots using parking robots can greatly improve space utilization. However, there is a great collision risk in the parking lot's tight space navigation. So, precise LIDAR localization and trajectory tracking control are the key technologies of autonomous driving along a predetermined path. Due to the laser points’ sparse character, the LIDAR points’ extracted features have distribution errors. In order to further optimize the LIDAR's localization, this article establishes the feature's error ellipsoid model, and the model's information and error entropies are calculated separately. The error entropy is utilized to optimize the feature-matching weight and improve the localization accuracy. Based on the higher localization result, a state-of-the-art lateral tracking model is proposed to address the challenges faced by the long parking robot. Then, the adaptive fuzzy control is designed to achieve precise control of wheel motion. Finally, an experimental platform is built to compare the effectiveness of different positioning and tracking algorithms. The comparison results show that the integration of laser evaluation localization and lateral tracking optimization algorithm can provides a collision-free improvement of 50% in the parking lot's tight spaces.","1941-0034","","10.1109/TFUZZ.2022.3200462","UMMTP-MYSP-2021(grant numbers:AM2021003); Shanghai AI Innovation Development Program 2018; State Key Laboratory of Process Automation in Mining and Metallurgy(grant numbers:BGRIMM-KZSKL-2021-02); Chinese Postdoctoral Fund(grant numbers:2020T130474); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9864090","Adaptive fuzzy control;integrated strategy;laser evaluation localization;lateral tracking model;tight space's transportation","Location awareness;Laser radar;Automobiles;Feature extraction;Robot kinematics;Navigation;Laser modes","adaptive control;collision avoidance;feature extraction;fuzzy control;mobile robots;navigation;optical radar;position control;tracking","adaptive fuzzy control;autonomous driving;car;collision-free improvement;different positioning;distribution errors;error entropy;feature-matching weight;great collision risk;high-density parking lots;higher localization result;insufficient parking space;integrated strategy;laser evaluation localization;laser points;lateral tracking optimization algorithm;LIDAR points;LIDAR's localization;localization accuracy;long parking robot;parking lot;parking robots;predetermined path;space utilization;state-of-the-art lateral tracking model;tracking algorithms;trajectory tracking control","","","","49","IEEE","22 Aug 2022","","","IEEE","IEEE Journals"
"Jensen–Shannon Distance-Based Filter and Unsupervised Evaluation Metrics for Polarimetric Weather Radar Processing","C. Chen; C. M. H. Unal; A. C. P. O. Nijhuis","Department of Geoscience and Remote Sensing, Faculty of Civil Engineering and Geoscience, Delft University of Technology, Delft, CN, The Netherlands; Department of Geoscience and Remote Sensing, Faculty of Civil Engineering and Geoscience, Delft University of Technology, Delft, CN, The Netherlands; Department of Geoscience and Remote Sensing, Faculty of Civil Engineering and Geoscience, Delft University of Technology, Delft, CN, The Netherlands","IEEE Transactions on Geoscience and Remote Sensing","13 Sep 2022","2022","60","","1","18","An effective filtering technique is required for rainfall rate measurement by weather radar. A Jensen–Shannon distance (JSD)-based thresholding filter is proposed to mitigate nonmeteorological signals, either in clear air or rain situations. This algorithm classifies range-Doppler bins into two classes, hydrometeors and nonhydrometeors, based on spectral polarimetric variable features. The result is a mask to be applied on the spectrograms. The variable selected here is the spectral co-polar correlation coefficient, available in dual-polarization and full polarimetric radars. The algorithm first does global thresholding by finding an optimized threshold value based on the averaged clear-air spectral polarimetric variable distribution. Next, classical filtering steps are carried out like a ground clutter notch filter around 0 ms−1, a mathematical morphology to fill gaps in the hydrometeor areas, and a removal of narrow Doppler power spectra. The second part of this article is the assessment of filtering techniques without ground truth. An assessment without ground truth is useful to select optimal algorithm configurations from a large solution space. Criteria of good filtering are defined both in the spectral and time domain. Based on those criteria, subjective and objective unsupervised evaluation metrics are derived, with a focus on the objective ones. Data, including clear air and rain collected from a full polarimetric Doppler X-band radar in the urban area, are used. With the proposed unsupervised evaluation metrics, the JSD-based thresholding filter is compared to two spectral polarimetric filters. Overall, the JSD-based filter performs very well considering both the subjective and the objective evaluation metrics.","1558-0644","","10.1109/TGRS.2022.3200731","ATTRACT Project [Enhanced Urban Rain Surveillance Systems for Smart City Solutions (EU-RainS4)](grant numbers:777222); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9865152","Adaptive thresholding;dual-polarization weat-her radar;spectral polarimetric filtering of nonhydrometeors;unsupervised evaluation metrics","Radar;Radar polarimetry;Clutter;Doppler effect;Doppler radar;Measurement;Rain","atmospheric techniques;Doppler radar;geophysical image processing;image filtering;meteorological radar;notch filters;optical filters;radar clutter;radar imaging;radar polarimetry;rain;remote sensing by radar","narrow Doppler power spectra;ground truth;optimal algorithm configurations;good filtering;spectral time domain;subjective evaluation metrics;objective unsupervised evaluation metrics;clear air;rain;polarimetric Doppler X-band radar;JSD-based thresholding filter;spectral polarimetric filters;JSD-based filter;objective evaluation metrics;Jensen-Shannondistance-based filter;polarimetric weather radar processing;effective filtering technique;rainfall rate measurement;Jensen-Shannondistance-based thresholding filter;range-Doppler bins;hydrometeors;nonhydrometeors;spectral polarimetric variable features;co-polar correlation coefficient;dual-polarization;polarimetric radars;global thresholding;optimized threshold value;clear-air spectral polarimetric variable distribution;classical filtering steps;ground clutter notch filter;hydrometeor areas","","","","20","IEEE","23 Aug 2022","","","IEEE","IEEE Journals"
"Nonlocal Structured Sparsity Regularization Modeling for Hyperspectral Image Denoising","Z. Zha; B. Wen; X. Yuan; J. Zhang; J. Zhou; Y. Lu; C. Zhu","School of Electrical and Electronic Engineering, Nanyang Technological University, Jurong West, Singapore; School of Electrical and Electronic Engineering, Nanyang Technological University, Jurong West, Singapore; School of Engineering, Westlake University, Zhejiang, Hangzhou, China; Artificial Intelligence Institute of Industrial Technology, Nanjing Institute of Technology, Nanjing, China; Department of Computer and Information Science, State Key Laboratory of Internet of Things for Smart City, University of Macau, Macau, China; School of Electrical and Electronic Engineering, Nanyang Technological University, Jurong West, Singapore; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China","IEEE Transactions on Geoscience and Remote Sensing","10 May 2023","2023","61","","1","16","The nonlocal-based model for hyperspectral image (HSI) denoising first uses nonlocal self-similarity (NSS) prior to group similar full-band patches into 3-D nonlocal full-band groups (tensors) using a block matching (BM) operation, and then a low-rank (LR) penalty is typically applied to each nonlocal full-band group to reduce noise. While nonlocal-based methods have shown promising performance in HSI denoising, most existing methods have only considered the LR property of the nonlocal full-band group while ignoring the strong correlation between sparse coefficients. Moreover, such methods often result in unsatisfactory visual artifacts due to the noise sensitivity of BM operations, while requiring expensive computations. To address these limitations, this article proposes a novel nonlocal structured sparsity regularization (NLSSR) approach for HSI denoising. First, to mitigate the noise sensitivity of the BM operation, we propose a graph-based domain distance scheme to index similar full-band patches to form the nonlocal full-band group. Second, we design an adaptive unidirectional LR dictionary with low complexity that takes into account the differences in intrinsic structure correlation among different modes of the nonlocal full-band tensor. Third, we utilize a global spectral LR prior to reduce spectral redundancy. Fourth, we develop a generalized soft-thresholding (GST) algorithm based on the alternating minimization framework to solve the NLSSR-based HSI denoising problem. We perform extensive experiments on both simulated and real data to show that the proposed NLSSR algorithm outperforms many popular or state-of-the-art HSI denoising methods in both quantitative and visual evaluations.","1558-0644","","10.1109/TGRS.2023.3269224","National Natural Science Foundation of China(grant numbers:U19A2052,62020106011,62271414,61971476,62002160,62072238); Ministry of Education, Republic of Singapore; Westlake Foundation and the Research Center for Industries of the Future (RCIF) at Westlake University(grant numbers:2021B1501-2); Macau Science and Technology Development Fund, Macau; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10106506","Alternating minimization algorithm;generalized soft-thresholding (GST);graph-based block matching (BM);hyperspectral image (HSI) denoising;low-rank (LR);nonlocal self-similarity (NSS);structured sparsity","Noise reduction;Tensors;Noise measurement;Visualization;Image denoising;Correlation;Sensitivity","geophysical image processing;graph theory;hyperspectral imaging;image denoising;image representation;image resolution;minimisation;tensors","3-D nonlocal full-band groups;block matching operation;BM operation;group similar full-band patches;hyperspectral image denoising;index similar full-band patches;low-rank penalty;NLSSR-based HSI denoising problem;noise sensitivity;nonlocal full-band group;nonlocal full-band tensor;nonlocal self-similarity;nonlocal structured sparsity regularization approach;nonlocal structured sparsity regularization modeling;nonlocal-based methods;nonlocal-based model","","","","62","IEEE","21 Apr 2023","","","IEEE","IEEE Journals"
"Self-Evolving Data Cloud-Based PID-Like Controller for Nonlinear Uncertain Systems","Z. -X. Yang; H. -J. Rong; P. K. Wong; P. Angelov; Z. -X. Yang; H. Wang","School of Aerospace Engineering, State Key Laboratory for Strength and Vibration of Mechanical Structures, Shaanxi Key Laboratory of Environment and Control for Flight Vehicle, Xi’an Jiaotong University, Xi’an, China; School of Aerospace Engineering, State Key Laboratory for Strength and Vibration of Mechanical Structures, Shaanxi Key Laboratory of Environment and Control for Flight Vehicle, Xi’an Jiaotong University, Xi’an, China; Faculty of Science and Technology, Department of Electromechanical Engineering, University of Macau, Macau, China; School of Computing and Communications, Data Science Group, Lancaster University, Lancaster, U.K.; Faculty of Science and Technology, State Key Laboratory of Internet of Things for Smart City, Department of Electromechanical Engineering, University of Macau, Macau, China; Faculty of Science and Technology, Department of Electromechanical Engineering, University of Macau, Macau, China","IEEE Transactions on Industrial Electronics","9 Feb 2021","2021","68","5","4508","4518","In this article, a novel self-evolving data cloud-based proportional integral derivative (PID) (SEDCPID) like controller is proposed for uncertain nonlinear systems. The proposed SEDCPID controller is constructed by using fuzzy rules with nonparametric data cloud-based antecedence and PID-like consequence. The antecedent data clouds adopt the relative data density to represent the fuzzy firing strength of input variables instead of the explicit design of the membership functions in the classical sense. The proposed SEDCPID controller has the advantages of evolving structure and adapting parameter concurrently in an online manner. The density and distance information of data clouds are proposed to achieve the addition and deletion of data clouds and also a stable recursive method is proposed to update the parameters of the PID-like subcontrollers for the fast convergence performance. Based on the Lyapunov stability theory, the stability of the proposed controller is proven and the proof shows the tracking errors converge to a small neighborhood. Numerical and experimental results illustrate the effectiveness of the proposed controller in handling the uncertain nonlinear dynamic systems.","1557-9948","","10.1109/TIE.2020.2982094","National Natural Science Foundation of China(grant numbers:61976172); Universidade de Macau(grant numbers:MYRG2016-00212-FST); Science and Technology Development Fund of Macao S.A.R(grant numbers:015/2015/AMJ); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9047162","Data clouds;proportional integral derivative (PID);self-evolving;stability","Control systems;Stability criteria;Nonlinear systems;Fuzzy control;Friction","adaptive control;control system synthesis;fuzzy control;Lyapunov methods;neurocontrollers;nonlinear control systems;nonlinear dynamical systems;three-term control;uncertain systems","SEDCPID controller;fuzzy rules;nonparametric data cloud-based antecedence;antecedent data clouds;relative data density;fuzzy firing strength;PID-like subcontrollers;uncertain nonlinear dynamic systems;self-evolving data cloud-based proportional integral derivative like controller;Lyapunov stability theory","","4","","51","IEEE","25 Mar 2020","","","IEEE","IEEE Journals"
"A New Adaptive Broadband Thyristor-Controlled Impedance Matching Network","L. Wang; Y. Pang; W. Tian; Q. Xu; S. Liao; J. Yang","College of Electrical and Information Engineering, Hunan University, Changsha, China; State Key Laboratory of Internet of Things for Smart City, University of Macau, Macao, China; College of Electrical and Information Engineering, Hunan University, Changsha, China; College of Electrical and Information Engineering, Hunan University, Changsha, China; College of Electrical and Information Engineering, Hunan University, Changsha, China; College of Electrical and Information Engineering, Hunan University, Changsha, China","IEEE Transactions on Industrial Electronics","6 Dec 2021","2022","69","3","2521","2532","In this article, we present an adaptive broadband thyristor-controlled impedance matching network (TCIMN) for increasing power utilization from a power amplifier to the loads. Different from the conventional passive impedance matching methods, the proposed one can achieve load impedance matching under a wide frequency range of power amplifiers. First, the operation principle of TCIMN is introduced mathematically. Based on that, the parameter design method is proposed based on the required frequency range. Moreover, the operating range and harmonic analyses are provided to give the TCIMN firing angle operating ranges under different frequencies and alleviate the potential harmonic problem caused by thyristors. To control the proposed TCIMN, the dynamic impedance identification is applied to match the load reactive power adaptively. Finally, the simulation and experimental results of a prototype are given to demonstrate the validity of the proposed TCIMN, analysis, and control method. The results clearly show that the proposed TCIMN can adaptively match the load impedance for the different loads and broadband frequency range. More importantly, the power amplifier power utilization factor is significantly improved without causing harmonic pollutions.","1557-9948","","10.1109/TIE.2021.3068685","National Natural Science Foundation of China(grant numbers:51807056,51837005); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9390384","Broadband;impedance matching;power utilization factor (PUF);reactive power","Impedance;Power amplifiers;Impedance matching;Thyristors;Broadband amplifiers;Reactive power;Power capacitors","harmonic analysis;impedance matching;mathematical analysis;power amplifiers;power system harmonics;power utilisation;reactive power;thyristors;wideband amplifiers","load impedance matching;parameter design method;dynamic impedance identification;load reactive power;broadband frequency range;power amplifier power utilization factor;conventional passive impedance matching methods;adaptive broadband thyristor-controlled impedance matching network;mathematical introduction;TCIMN firing angle operating range;harmonic analysis;potential harmonic problem","","5","","28","IEEE","30 Mar 2021","","","IEEE","IEEE Journals"
"Deep Reinforcement Learning for Smart City Communication Networks","Z. Xia; S. Xue; J. Wu; Y. Chen; J. Chen; L. Wu","School of Computer Science, Wuhan University, Wuhan, China; Department of Computing, Macquarie University, Sydney, NSW, Australia; Department of Computing, Faculty of Science and Engineering, Macquarie University, Sydney, NSW, Australia; School of Computer Science, Wuhan University, Wuhan, China; School of Computer Science, Wuhan University, Wuhan, China; School of Computer Science and School of Cyber Science and Engineering, Wuhan University, Wuhan, China","IEEE Transactions on Industrial Informatics","5 Mar 2021","2021","17","6","4188","4196","Smart city communication networks hold the promise of harnessing the Internet of Things, smart devices, intelligent energy grids, autonomous cars, and many other data architectures to improve quality of life for every citizen. As time and progress have gradually shifted this concept from an idea into a reality, the possibilities for what services a smart city might provide have exploded. Along with that expansion, the number of devices that may need to be supported across a communications network has multiplied enormously. However, existing congestion control protocols are not equipped to support this higher requirement for network performance. New protocols are needed to provide higher data throughputs, reduce queuing delays and packet loss, and maintain stable and reliable communications pathways. The end-to-end congestion control protocol presented in this article does all these things. Called high throughput congestion control (HTCC), the framework takes full advantage of reinforcement learning and a fast growth algorithm to adaptively control the bytes in flight across the network's links to suit the prevailing network conditions. The result is a protocol that not only finds the optimal tradeoff between throughput, latency, and packet loss, but also significantly speeds up the learning process to avoid wasting network resources, use all free bandwidth and maximize network utilization. A comprehensive set of experiments with HTCC and six state-of-the-art protocols-Copa, PCC Vivace, PCC-Allegro, TCP Cubic, TaoVA-100x, and FillP-Sheep-demonstrate that, in most conditions, HTCC is able to make the best tradeoff between throughput, delay, and loss rate.","1941-0050","","10.1109/TII.2020.3006199","National Natural Science Foundation of China(grant numbers:61772377,61672257,91746206,61972296,61702380); Fundamental Research Funds for the Central Universities(grant numbers:2042020kf0217); Science and Technology planning project of Shenzhen(grant numbers:JCYJ20170818112550194); Wuhan Advanced Application(grant numbers:2019010701011419); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9130878","Communication network;congestion control;deep reinforcement learning;smart city;smart city service","Protocols;Smart cities;Throughput;Delays;Reinforcement learning;Packet loss","adaptive control;learning (artificial intelligence);queueing theory;telecommunication congestion control;transport protocols","smart city communication networks;smart devices;communications network;congestion control protocols;network performance;higher data throughputs;packet loss;communications pathways;end-to-end congestion control protocol;throughput congestion control;reinforcement learning;prevailing network conditions;wasting network resources;network utilization","","11","","24","IEEE","1 Jul 2020","","","IEEE","IEEE Journals"
"A Data Stream Cleaning System Using Edge Intelligence for Smart City Industrial Environments","D. Sun; S. Xue; H. Wu; J. Wu","Institute of Industrial Internet, Hangzhou Dianzi University, Hangzhou, China; Department of Computing, Macquarie University, Sydney, NSW, Australia; Institute of Intelligent and Software Technology, Hangzhou Dianzi University, Hangzhou, China; Department of Computing, Macquarie University, Sydney, NSW, Australia","IEEE Transactions on Industrial Informatics","29 Oct 2021","2022","18","2","1165","1174","Cities are becoming smarter because of recent advances in artificial intelligence and the Internet of Things. However, heterogeneous data source in smart cities are continuously producing low-quality data, and ever-growing applications have greater real-time requirements. Therefore, this article proposes a data stream cleaning system (named DSCS) using edge intelligence to utilize the advantages of cloud servers and edge devices. The DSCS in edge nodes consists of a dynamic protocol interpreter, a structure parser, and a cleaning model activator. Meanwhile, a cloud server, which has pools of protocol and structured programs and cleaning models, supports the edge nodes to adapt massive heterogeneous data sources. To validate the proposed data cleaning system, we applied it to two scenarios: monitoring the injection molding machines, and base stations. The DSCS can have a stable processing time when the number of accessed edge devices is increased, as well as a good cleaning effect.","1941-0050","","10.1109/TII.2021.3077865","National Key R&D Program of China(grant numbers:2019YFB1705102); Science and Technology Program of Zhejiang Province(grant numbers:2021C01187); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9424956","Artificial intelligence (AI);data stream;edge computing;Industrial Internet of Things (IoT)","Cleaning;Protocols;Servers;Data models;Cloud computing;Mathematical model;Adaptation models","cleaning;cloud computing;data analysis;data handling;data mining;injection moulding;Internet;Internet of Things","DSCS;edge intelligence;cloud server;edge nodes;cleaning model activator;protocol;structured programs;cleaning models;massive heterogeneous data sources;data cleaning system;accessed edge devices;good cleaning effect;data stream cleaning system;smart city industrial environments;artificial intelligence;heterogeneous data source;smart cities;low-quality data","","7","","29","IEEE","6 May 2021","","","IEEE","IEEE Journals"
