Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Key Predistribution Schemes Using Bent Functions in Distributed Sensor Networks","Information Security and Cryptology","","","","10.1007/978-3-319-54705-3_23","Deepak Kumar DalaiPinaki Sarkar","2017","http://link.springer.com/chapter/10.1007/978-3-319-54705-3_23","Chapter"
"ESD-WSN: An Efficient SDN-Based Wireless Sensor Network Architecture for IoT Applications","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-319-65482-9_59","Zhiwei ZhangZhiyong ZhangRui WangZhiping JiaHaijun LeiXiaojun Cai","2017","http://link.springer.com/chapter/10.1007/978-3-319-65482-9_59","Chapter"
"Optimizing the Performance of Concurrent RDF Stream Processing Queries","The Semantic Web","","","","10.1007/978-3-319-58068-5_15","Chan Le VanFeng GaoMuhammad Intizar Ali","2017","http://link.springer.com/chapter/10.1007/978-3-319-58068-5_15","Chapter"
"Collaborative Networks as a Core Enabler of Industry 4.0","Collaboration in a Data-Rich World","","","","10.1007/978-3-319-65151-4_1","Luis M. Camarinha-MatosRosanna FornasieroHamideh Afsarmanesh","2017","http://link.springer.com/chapter/10.1007/978-3-319-65151-4_1","Chapter"
"Knowledge Is at the Edge! How to Search in Distributed Machine Learning Models","On the Move to Meaningful Internet Systems. OTM 2017 Conferences","","","","10.1007/978-3-319-69462-7_27","Thomas BachMuhammad Adnan TariqRuben MayerKurt Rothermel","2017","http://link.springer.com/chapter/10.1007/978-3-319-69462-7_27","Chapter"
"Synchronization Abstractions and Separation of Concerns as Key Aspects to the Interoperability in IoT","Interoperability, Safety and Security in IoT","","","","10.1007/978-3-319-52727-7_4","Marcio Ferreira MorenoRenato CerqueiraSérgio Colcher","2017","http://link.springer.com/chapter/10.1007/978-3-319-52727-7_4","Chapter"
"Towards a Distributed Data-Sharing Economy","Coordination, Organizations, Institutions, and Norms in Agent Systems XII","","","","10.1007/978-3-319-66595-5_1","Samuel R. CauvinMartin J. KollingbaumDerek SleemanWamberto W. Vasconcelos","2017","http://link.springer.com/chapter/10.1007/978-3-319-66595-5_1","Chapter"
"Daily Temperature and Precipitation Prediction Using Neuro-Fuzzy Networks and Weather Generators","Computational Science and Its Applications – ICCSA 2017","","","","10.1007/978-3-319-62407-5_31","Vito TelescaDonatella CanianiStefania CalaceLucia MarottaIgnazio M. Mancini","2017","http://link.springer.com/chapter/10.1007/978-3-319-62407-5_31","Chapter"
"RkNN Query Processing in Distributed Spatial Infrastructures: A Performance Study","Model and Data Engineering","","","","10.1007/978-3-319-66854-3_15","Francisco García-GarcíaAntonio CorralLuis IribarneMichael Vassilakopoulos","2017","http://link.springer.com/chapter/10.1007/978-3-319-66854-3_15","Chapter"
"Fine-Grained Infer 
                
                  
                
                $$PM_{2.5}$$
               Using Images from Crowdsourcing","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-319-65482-9_53","Shuai LiTeng XiXirong QueWendong Wang","2017","http://link.springer.com/chapter/10.1007/978-3-319-65482-9_53","Chapter"
"When Clutter Reduction Meets Machine Learning for People Counting Using IR-UWB Radar","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-319-65482-9_52","Xiuzhu YangLin Zhang","2017","http://link.springer.com/chapter/10.1007/978-3-319-65482-9_52","Chapter"
"A Multi-task Oriented Selection Strategy for Efficient Cooperation of Collocated Mobile Devices","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-319-65482-9_56","Hui GaoJun FengRuidong WangWendong Wang","2017","http://link.springer.com/chapter/10.1007/978-3-319-65482-9_56","Chapter"
"Reliable Data Collection for Wireless Sensor Networks Using Unmanned Aerial Vehicles","Green, Pervasive, and Cloud Computing","","","","10.1007/978-3-319-57186-7_25","Alexandru-Valentin VlăduțăIon BicaVictor-Valeriu PatriciuFlorin Pop","2017","http://link.springer.com/chapter/10.1007/978-3-319-57186-7_25","Chapter"
"Context-Aware Big Data Analytics and Visualization for City-Wide Traffic Accidents","Modeling and Using Context","","","","10.1007/978-3-319-57837-8_33","Xiaoliang FanBaoqin HePatrick Brézillon","2017","http://link.springer.com/chapter/10.1007/978-3-319-57837-8_33","Chapter"
"The Impact of International Inter-City Investment on Enterprises Performance: Pluralistic Interpretation of Geographical Death","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-319-65482-9_47","Yanghao ZhanYan ChenRuirui Zhai","2017","http://link.springer.com/chapter/10.1007/978-3-319-65482-9_47","Chapter"
"An Advanced Random Forest Algorithm Targeting the Big Data with Redundant Features","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-319-65482-9_49","Ying ZhangBin SongYue ZhangSijia Chen","2017","http://link.springer.com/chapter/10.1007/978-3-319-65482-9_49","Chapter"
"Security/Reliability-Aware Relay Selection with Connection Duration Constraints for Vehicular Networks","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-319-65482-9_54","Zhenyu LiuLin Zhang","2017","http://link.springer.com/chapter/10.1007/978-3-319-65482-9_54","Chapter"
"Sipresk: A Big Data Analytic Platform for Smart Transportation","Smart City 360°","","","","10.1007/978-3-319-33681-7_35","Hamzeh KhazaeiSaeed ZareianRodrigo VeledaMarin Litoiu","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_35","Chapter"
"Energy Efficient Data Centres Within Smart Cities: IaaS and PaaS Optimizations","Smart City 360°","","","","10.1007/978-3-319-33681-7_34","Corentin DupontMehdi SheikhalishahiFederico M. FaccaSilvio Cretti","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_34","Chapter"
"The ESPRESSO - Project – A European Approach for Smart City Standards","Computational Science and Its Applications -- ICCSA 2016","","","","10.1007/978-3-319-42111-7_38","Jan-Philipp Exner","2016","http://link.springer.com/chapter/10.1007/978-3-319-42111-7_38","Chapter"
"Simulating Adaptive, Personalized, Multi-modal Mobility in Smart Cities","Smart City 360°","","","","10.1007/978-3-319-33681-7_10","Andreas PoxruckerGernot BahlePaul Lukowicz","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_10","Chapter"
"M2M Middleware Based on OpenMTC Platform for Enabling Smart Cities Solution","Smart City 360°","","","","10.1007/978-3-319-33681-7_20","Maman AbdurohmanArif SasongkoAnton Herutomo","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_20","Chapter"
"A Case Study on Self-configuring Systems in IoT Based on a Model-Driven Prototyping Approach","Information and Software Technologies","","","","10.1007/978-3-319-46254-7_59","Fabian KneerErik Kamsties","2016","http://link.springer.com/chapter/10.1007/978-3-319-46254-7_59","Chapter"
"Rigorous Engineering of Collective Adaptive Systems Track Introduction","Leveraging Applications of Formal Methods, Verification and Validation: Foundational Techniques","","","","10.1007/978-3-319-47166-2_37","Stefan JähnichenMartin Wirsing","2016","http://link.springer.com/chapter/10.1007/978-3-319-47166-2_37","Chapter"
"Towards Smart City Implementations in Sub-Saharan Africa","Smart City 360°","","","","10.1007/978-3-319-33681-7_7","Jonathan OuobaTegawendé F. BissyandéCédric Béré","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_7","Chapter"
"Bratislava Towards Achieving the Concept of Smart City: Inspirations from Smart City Vienna","Smart City 360°","","","","10.1007/978-3-319-33681-7_72","Andrej AdamuscinJulius GolejMiroslav Panik","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_72","Chapter"
"Visual Development Environment for Semantically Interoperable Smart Cities Applications","Internet of Things. IoT Infrastructures","","","","10.1007/978-3-319-47075-7_48","Aikaterini RoukounakiJohn SoldatosRiccardo PetroloValeria LoscriNathalie MittonMartin Serrano","2016","http://link.springer.com/chapter/10.1007/978-3-319-47075-7_48","Chapter"
"Importance of Internet of Things and Big Data in Building Smart City and What Would Be Its Challenges","Smart City 360°","","","","10.1007/978-3-319-33681-7_52","Manan BawaDagmar CaganovaIvan SzilvaDaniela Spirkova","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_52","Chapter"
"IoT-O, a Core-Domain IoT Ontology to Represent Connected Devices Networks","Knowledge Engineering and Knowledge Management","","","","10.1007/978-3-319-49004-5_36","Nicolas SeydouxKhalil DriraNathalie HernandezThierry Monteil","2016","http://link.springer.com/chapter/10.1007/978-3-319-49004-5_36","Chapter"
"Open Platform Within the Smart Health Framework to Support the Development of Recreational Bike Path Applications","Internet of Things. IoT Infrastructures","","","","10.1007/978-3-319-47075-7_22","Mónica TrujilloDario Correal","2016","http://link.springer.com/chapter/10.1007/978-3-319-47075-7_22","Chapter"
"Connecting Digital Cities: Return of Experience on the Development of a Data Platform for Multimodal Journey Planning","Smart City 360°","","","","10.1007/978-3-319-33681-7_8","Jonathan OuobaJanne LahtiJukka Ahola","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_8","Chapter"
"Transportation Big Data Simulation Platform for the Greater Toronto Area (GTA)","Smart City 360°","","","","10.1007/978-3-319-33681-7_37","Islam R. KamelHossam AbdelgawadBaher Abdulhai","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_37","Chapter"
"Privacy-Enhanced Android for Smart Cities Applications","Smart City 360°","","","","10.1007/978-3-319-33681-7_6","Matthew LepinskiDavid LevinDaniel McCarthyRonald WatroMichael LackDaniel HallenbeckDavid Slater","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_6","Chapter"
"Hyper Heterogeneous Cloud-Based IMS Software Architecture: A Proof-of-Concept and Empirical Analysis","Smart City 360°","","","","10.1007/978-3-319-33681-7_21","Pascal PotvinHanen Garcia GamardoKim-Khoa NguyenMohamed Cheriet","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_21","Chapter"
"Smart Grid for Smart City Activities in the California City of Riverside","Smart City 360°","","","","10.1007/978-3-319-33681-7_26","Hamed Mohsenian-RadEd Cortez","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_26","Chapter"
"Privacy Aware on-Demand Resource Provisioning for IoT Data Processing","Internet of Things. IoT Infrastructures","","","","10.1007/978-3-319-47075-7_11","Tom KirkhamArnab SinhaNikos ParlavantzasBartosz KryzaPaul FremantleKyriakos KritikosBenjamin Aziz","2016","http://link.springer.com/chapter/10.1007/978-3-319-47075-7_11","Chapter"
"Distributed Service Co-evolution Based on Domain Objects","Service-Oriented Computing – ICSOC 2015 Workshops","","","","10.1007/978-3-662-50539-7_5","Martina De SanctisKurt GeihsAntonio BucchiaroneGiuseppe ValettoAnnapaola MarconiMarco Pistore","2016","http://link.springer.com/chapter/10.1007/978-3-662-50539-7_5","Chapter"
"BIM for Corporate Real Estate Data Visualization from Disparate Systems","Smart City 360°","","","","10.1007/978-3-319-33681-7_42","S. LazarJ. J. McArthur","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_42","Chapter"
"Microcities: A Platform Based on Microclouds for Neighborhood Services","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-319-49583-5_14","Ismael Cuadrado-CorderoFelix CuadradoChris PhillipsAnne-Cécile OrgerieChristine Morin","2016","http://link.springer.com/chapter/10.1007/978-3-319-49583-5_14","Chapter"
"Context-Aware Design of Reflective Middleware in the Internet of Everything","Software Technologies: Applications and Foundations","","","","10.1007/978-3-319-50230-4_33","Marina MongielloTommaso di NoiaFrancesco NoceraEugenio di SciascioAngelo Parchitelli","2016","http://link.springer.com/chapter/10.1007/978-3-319-50230-4_33","Chapter"
"Software Architecture Challenges and Emerging Research in Software-Intensive Systems-of-Systems","Software Architecture","","","","10.1007/978-3-319-48992-6_1","Flavio Oquendo","2016","http://link.springer.com/chapter/10.1007/978-3-319-48992-6_1","Chapter"
"Urban Safety as Spatial Quality in Smart Cities","Smart City 360°","","","","10.1007/978-3-319-33681-7_73","Maroš FinkaVladimír OndrejičkaĽubomír Jamečný","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_73","Chapter"
"A Comparative Study of the Mobile Learning Approaches","Mobile, Secure, and Programmable Networking","","","","10.1007/978-3-319-50463-6_7","Sameh BaccariFlorence MendesChristophe NicolleFayrouz Soualah-AlilaMahmoud Neji","2016","http://link.springer.com/chapter/10.1007/978-3-319-50463-6_7","Chapter"
"Place Attachment and Social Communities in the Concept of Smart Cities","Smart City 360°","","","","10.1007/978-3-319-33681-7_63","Matej JaššoDagmar Petríková","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_63","Chapter"
"Design of an IoT Cloud System for Container Virtualization on Smart Objects","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-33313-7_3","Davide MulfariMaria FazioAntonio CelestiMassimo VillariAntonio Puliafito","2016","http://link.springer.com/chapter/10.1007/978-3-319-33313-7_3","Chapter"
"Quantitative Analysis of Collective Adaptive Systems","Perspectives of System Informatics","","","","10.1007/978-3-319-41579-6_1","Jane Hillston","2016","http://link.springer.com/chapter/10.1007/978-3-319-41579-6_1","Chapter"
"Queuing-Based Processing Platform for Service Delivery in Big Data Environments","Exploring Services Science","","","","10.1007/978-3-319-32689-4_38","Florin StancuDan PopaLoredana-Marsilia GrozaFlorin Pop","2016","http://link.springer.com/chapter/10.1007/978-3-319-32689-4_38","Chapter"
"Large Scale Energy Harvesting Sensor Networks with Applications in Smart Cities","Smart City 360°","","","","10.1007/978-3-319-33681-7_18","Hossein ShafieiradRaviraj S. AdveShahram ShahbazPanahi","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_18","Chapter"
"Involvement of Smart Cities Citizens to Global Cooperation in Research and Education in Space - Architectural and Urban Conditions","Smart City 360°","","","","10.1007/978-3-319-33681-7_68","Pavel NahálkaEva OravcováMilan Andráš","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_68","Chapter"
"Micro Service Cloud Computing Pattern for Next Generation Networks","Smart City 360°","","","","10.1007/978-3-319-33681-7_22","Pascal PotvinMahdy NabaeeFabrice LabeauKim-Khoa NguyenMohamed Cheriet","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_22","Chapter"
"Rigorous Graphical Modelling of Movement in Collective Adaptive Systems","Leveraging Applications of Formal Methods, Verification and Validation: Foundational Techniques","","","","10.1007/978-3-319-47166-2_47","N. ZońS. GilmoreJ. Hillston","2016","http://link.springer.com/chapter/10.1007/978-3-319-47166-2_47","Chapter"
"Network-Aware QoS Routing for Smart Grids Using Software Defined Networks","Smart City 360°","","","","10.1007/978-3-319-33681-7_32","Jinjing ZhaoEman HammadAbdallah FarrajDeepa Kundur","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_32","Chapter"
"On Engineering Analytics for Elastic IoT Cloud Platforms","Service-Oriented Computing","","","","10.1007/978-3-319-46295-0_17","Hong-Linh TruongGeorgiana CopilSchahram DustdarDuc-Hung LeDaniel MoldovanStefan Nastic","2016","http://link.springer.com/chapter/10.1007/978-3-319-46295-0_17","Chapter"
"Issues of Hazardous Materials Transport and Possibilities of Safety Measures in the Concept of Smart Cities","Smart City 360°","","","","10.1007/978-3-319-33681-7_70","Vladimír AdamecBarbora SchüllerováVojtěch Adam","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_70","Chapter"
"An IoT Approach for the Connected Vehicle","Internet of Things. IoT Infrastructures","","","","10.1007/978-3-319-47075-7_19","Andrea ParodiMassimo MarescaMichele ProveraPierpaolo Baglietto","2016","http://link.springer.com/chapter/10.1007/978-3-319-47075-7_19","Chapter"
"Model-Based Testing as a Service for IoT Platforms","Leveraging Applications of Formal Methods, Verification and Validation: Discussion, Dissemination, Applications","","","","10.1007/978-3-319-47169-3_55","Abbas AhmadFabrice BouquetElizabeta FourneretFranck Le GallBruno Legeard","2016","http://link.springer.com/chapter/10.1007/978-3-319-47169-3_55","Chapter"
"Enhancing City Transportation Services Using Cloud Support","Information and Software Technologies","","","","10.1007/978-3-319-46254-7_56","Andrea FornaiaChristian NapoliGiuseppe PappalardoEmiliano Tramontana","2016","http://link.springer.com/chapter/10.1007/978-3-319-46254-7_56","Chapter"
"City Usability: A Proposal for Evaluating the Perceived Usability of a City on the Basis of the Website Quality Models","Human-Computer Interaction. Theory, Design, Development and Practice","","","","10.1007/978-3-319-39510-4_36","Antonio OpromollaValentina VolpiRoberta GrimaldiCarlo Maria Medaglia","2016","http://link.springer.com/chapter/10.1007/978-3-319-39510-4_36","Chapter"
"Social Media Communication: Re-creating the Context of Social Gaming","Smart City 360°","","","","10.1007/978-3-319-33681-7_47","Predrag K. NikolicJelena S. Stankovic","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_47","Chapter"
"Toward an Architectural Model for Highly-Dynamic Multi-tenant Multi-service Cloud-Oriented Platforms","Smart City 360°","","","","10.1007/978-3-319-33681-7_17","Adel TitousMohamed CherietAbdelouahed Gherbi","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_17","Chapter"
"A Survey on Mobile Sensing Based Mood-Fatigue Detection for Drivers","Smart City 360°","","","","10.1007/978-3-319-33681-7_1","Wei TuLei WeiWenyan HuZhengguo ShengHasen NicanfarXiping HuEdith C.-H. NgaiVictor C. M. Leung","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_1","Chapter"
"YABench: A Comprehensive Framework for RDF Stream Processor Correctness and Performance Assessment","Web Engineering","","","","10.1007/978-3-319-38791-8_16","Maxim KolchinPeter WetzElmar KieslingA Min Tjoa","2016","http://link.springer.com/chapter/10.1007/978-3-319-38791-8_16","Chapter"
"Approaches to Analysis of the Green Transport Level","Smart City 360°","","","","10.1007/978-3-319-33681-7_61","David StašRadim LenortPavel WicherDavid Holman","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_61","Chapter"
"Remote Management of a Large Set of Heterogeneous Devices Using Existing IoT Interoperability Platforms","Internet of Things. IoT Infrastructures","","","","10.1007/978-3-319-47075-7_49","Heleen VandaeleJelle NelisTim VerbelenChris Develder","2016","http://link.springer.com/chapter/10.1007/978-3-319-47075-7_49","Chapter"
"Model-Driven Design of Object and Component Systems","Engineering Trustworthy Software Systems","","","","10.1007/978-3-319-29628-9_4","Zhiming LiuXiaohong Chen","2016","http://link.springer.com/chapter/10.1007/978-3-319-29628-9_4","Chapter"
"Artificial Neural Network Based Evaluation Method of Urban Public Security","Frontier Computing","","","","10.1007/978-981-10-0539-8_2","Zheng XuQingyuan ZhouHaiyan ChenFangfang Liu","2016","http://link.springer.com/chapter/10.1007/978-981-10-0539-8_2","Chapter"
"A Novel Approach to Unify Robotics, Sensors, and Cloud Computing Through IoT for a Smarter Healthcare Solution for Routine Checks and Fighting Epidemics","Internet of Things. IoT Infrastructures","","","","10.1007/978-3-319-47063-4_59","Arijit SinharayArpan PalSnehasis BanerjeeRohan BanerjeeSoma BandyopadhyayParijat DeshpandeRanjan Dasgupta","2016","http://link.springer.com/chapter/10.1007/978-3-319-47063-4_59","Chapter"
"On the Minimization of the Energy Consumption in Federated Data Centers","Internet of Things. IoT Infrastructures","","","","10.1007/978-3-319-47063-4_40","Alexis I. AravanisPanagiotis KarkazisArtemis VoulkidisTheodore Zahariadis","2016","http://link.springer.com/chapter/10.1007/978-3-319-47063-4_40","Chapter"
"A Novel Wayfinding Service for Empowering Physical Activity","Smart City 360°","","","","10.1007/978-3-319-33681-7_16","Hassan A. KarimiJanice C. ZgiborGretchen A. PiattMonsak Socharoentum","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_16","Chapter"
"Improving Urban Noise Monitoring Opportunities via Mobile Crowd-Sensing","Smart City 360°","","","","10.1007/978-3-319-33681-7_79","Marco ZappatoreAntonella LongoMario A. BochicchioDaniele ZappatoreAlessandro A. MorroneGianluca De Mitri","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_79","Chapter"
"Towards Adoption of Software Defined Wireless Backhaul Networks","Internet of Things. IoT Infrastructures","","","","10.1007/978-3-319-47075-7_56","Osianoh Glenn AliuSenka HadzicChristian NiephausMathias Kretschmer","2016","http://link.springer.com/chapter/10.1007/978-3-319-47075-7_56","Chapter"
"The Impact of Internet of Things on Software Business Models","Software Business","","","","10.1007/978-3-319-40515-5_7","Krzysztof WnukBhanu Teja Murari","2016","http://link.springer.com/chapter/10.1007/978-3-319-40515-5_7","Chapter"
"Trends in Short-Term Renewable and Load Forecasting for Applications in Smart Grid","Smart City 360°","","","","10.1007/978-3-319-33681-7_24","Dongchan LeeJangwon ParkDeepa Kundur","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_24","Chapter"
"The Use of Geoinformation Technology, Augmented Reality and Gamification in the Urban Modeling Process","Computational Science and Its Applications – ICCSA 2016","","","","10.1007/978-3-319-42108-7_37","Miłosz GnatKatarzyna LeszekRobert Olszewski","2016","http://link.springer.com/chapter/10.1007/978-3-319-42108-7_37","Chapter"
"Internet of Things and Crowdsourcing – Towards a Multiple Integrating Model Based on the IoT Lab European Research Project","Internet of Things. IoT Infrastructures","","","","10.1007/978-3-319-47075-7_45","Sébastien Ziegler","2016","http://link.springer.com/chapter/10.1007/978-3-319-47075-7_45","Chapter"
"Internet of Things as Advanced Technology to Support Mobility and Intelligent Transport","Internet of Things. IoT Infrastructures","","","","10.1007/978-3-319-47075-7_12","Milan DadoAleš JanotaJuraj SpalekPeter HolečkoRastislav PirníkKarl E. Ambrosch","2016","http://link.springer.com/chapter/10.1007/978-3-319-47075-7_12","Chapter"
"Power Consumption Scheduling for Future Connected Smart Homes Using Bi-Level Cost-Wise Optimization Approach","Smart City 360°","","","","10.1007/978-3-319-33681-7_27","Mohammad Hossein YaghmaeeMorteza MoghaddassianAlberto Leon Garcia","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_27","Chapter"
"Design and Implementation of a Remotely Configurable and Manageable Well-being Study","Smart City 360°","","","","10.1007/978-3-319-33681-7_15","Sudip VhaduriChristian Poellabauer","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_15","Chapter"
"Smart Infrastructure in Bratislava","Internet of Things. IoT Infrastructures","","","","10.1007/978-3-319-47075-7_17","Julius GolejMiroslav PanikAndrej Adamuscin","2016","http://link.springer.com/chapter/10.1007/978-3-319-47075-7_17","Chapter"
"ChorSystem: A Message-Based System for the Life Cycle Management of Choreographies","On the Move to Meaningful Internet Systems: OTM 2016 Conferences","","","","10.1007/978-3-319-48472-3_30","Andreas WeißVasilios AndrikopoulosSantiago Gómez SáezMichael HahnDimka Karastoyanova","2016","http://link.springer.com/chapter/10.1007/978-3-319-48472-3_30","Chapter"
"Do You Own a Volkswagen? Values as Non-Functional Requirements","Human-Centered and Error-Resilient Systems Development","","","","10.1007/978-3-319-44902-9_10","Balbir S. Barn","2016","http://link.springer.com/chapter/10.1007/978-3-319-44902-9_10","Chapter"
"Agreement Technologies Applied to Transmission Towers Maintenance","Multi-Agent Systems and Agreement Technologies","","","","10.1007/978-3-319-33509-4_15","Pablo ChamosoFernando De la PrietaJuan Francisco De Paz SantanaJavier Bajo PérezIgnacio Belacortu Arandia","2016","http://link.springer.com/chapter/10.1007/978-3-319-33509-4_15","Chapter"
"A Software Defined Network Solution for Spontaneous Wireless Access Extension","Internet of Things. IoT Infrastructures","","","","10.1007/978-3-319-47075-7_55","Gianluca AloiGiancarlo FortinoPasquale Pace","2016","http://link.springer.com/chapter/10.1007/978-3-319-47075-7_55","Chapter"
"Context as a Service: Realizing Internet of Things-Aware Processes for the Independent Living of the Elderly","Service-Oriented Computing","","","","10.1007/978-3-319-46295-0_54","Lina YaoBoualem BenatallahXianzhi WangNguyen Khoi TranQinghua Lu","2016","http://link.springer.com/chapter/10.1007/978-3-319-46295-0_54","Chapter"
"Applying Agent Based Simulation to the Design of Traffic Control Systems with Respect to Real-World Urban Complexity","Multi-Agent Systems and Agreement Technologies","","","","10.1007/978-3-319-33509-4_31","Andreea IonCristian BerceanuMonica Patrascu","2016","http://link.springer.com/chapter/10.1007/978-3-319-33509-4_31","Chapter"
"A Secure Cloud Architecture for Data Generated in the Energy Sector","Smart City 360°","","","","10.1007/978-3-319-33681-7_31","Michael Pham-HungPirathayini SrikanthaDeepa Kundur","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_31","Chapter"
"Applications and Challenges of Life Cycle Assessment in the Context of a Green Sustainable Telco Cloud","Smart City 360°","","","","10.1007/978-3-319-33681-7_19","Thomas DandresReza Farrahi MoghaddamKim NguyenYves LemieuxMohamed CherietRéjean Samson","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_19","Chapter"
"Towards Enabling Scientific Workflows for the Future Internet of Things","Internet of Things. IoT Infrastructures","","","","10.1007/978-3-319-47063-4_41","Attila KerteszTamas Pflanzner","2016","http://link.springer.com/chapter/10.1007/978-3-319-47063-4_41","Chapter"
"An Overview of Smart Grids in the GCC Region","Smart City 360°","","","","10.1007/978-3-319-33681-7_25","İslam Şafak BayramHamed Mohsenian-Rad","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_25","Chapter"
"ENERGY PARK BUILDING 03 – Certified Under Platinum LEED for Core & Shell v2.0","Smart City 360°","","","","10.1007/978-3-319-33681-7_74","Marzia MorenaAngela Silvia PavesiAndrej Adamuščin","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_74","Chapter"
"Straight from the Horse’s Mouth: “I am an Electric Vehicle User, I am a Risk Taker.” [EV14, M, c. 30]","Smart City 360°","","","","10.1007/978-3-319-33681-7_2","Eiman Y. ElBanhawy","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_2","Chapter"
"Using Visual Lane Detection to Control Steering in a Self-driving Vehicle","Smart City 360°","","","","10.1007/978-3-319-33681-7_77","Kevin McFall","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_77","Chapter"
"Economic and Social Effects of Urbanization - Case Study Analysis","Smart City 360°","","","","10.1007/978-3-319-33681-7_67","Anna Wojewnik-Filipkowska","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_67","Chapter"
"Generative Green Building Design, Computational Analysis of the Ecological Algorithm","Smart City 360°","","","","10.1007/978-3-319-33681-7_64","Martin UhríkOndrej Kövér","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_64","Chapter"
"SDL: Meeting the IoT Challenge","System Analysis and Modeling. Technology-Specific Aspects of Models","","","","10.1007/978-3-319-46613-2_3","Edel Sherratt","2016","http://link.springer.com/chapter/10.1007/978-3-319-46613-2_3","Chapter"
"Fog Networking: An Enabler for Next Generation Internet of Things","Computational Science and Its Applications – ICCSA 2016","","","","10.1007/978-3-319-42108-7_27","Saad QaisarNida Riaz","2016","http://link.springer.com/chapter/10.1007/978-3-319-42108-7_27","Chapter"
"A Naive Bayesian Classification Model for Determining Peak Energy Demand in Ontario","Smart City 360°","","","","10.1007/978-3-319-33681-7_43","Bon RyuTokunbo MakanjuAgnieszka LasekXiangdong AnNick Cercone","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_43","Chapter"
"Restaurant Sales and Customer Demand Forecasting: Literature Survey and Categorization of Methods","Smart City 360°","","","","10.1007/978-3-319-33681-7_40","Agnieszka LasekNick CerconeJim Saunders","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_40","Chapter"
"Visualizing a City Within a City – Mapping Mobility Within a University Campus","Smart City 360°","","","","10.1007/978-3-319-33681-7_41","Dirk AhlersKristoffer Gebuhr AulieJeppe EriksenJohn Krogstie","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_41","Chapter"
"On the Use of Consumer-Grade Activity Monitoring Devices to Improve Predictions of Glycemic Variability","Smart City 360°","","","","10.1007/978-3-319-33681-7_14","Chandra KrintzRich WolskiJordan E. PinskerStratos DimopoulosJohn BrevikEyal Dassau","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_14","Chapter"
